Title,Subscribers,Views,Likes,Comments,Description,Engagement Ratio,Category
Pillaicenter,192.5K,10.2K,325,31,"Welcome to Pillai Center's Official YouTube Channel.

The goal of this channel is to provide Dr. Pillai's Teachings and help people awaken their inner power, live a life full of abundance and joy and eradicate suffering from all areas of life, be it your relationship, finances, career, etc.

Dr. Baskaran Pillai is an international teacher, spiritual leader, humanitarian and scholar-mystic. 

Through his educational and humanitarian initiatives, Dr. Pillai’s mission is to alleviate human pain and suffering in all forms. Put simply, Dr. Pillai's practical teachings and techniques has helped tens of thousands of people change their life.

Don't forget to subscribe to the channel and be the first to know whenever we release a new video.
",3.490196078,Technology
codebasics,864.1K,10.1K,679,12,"I am Dhaval Patel, Founder of the online education platform codebasics.io and a co-founder of a software & data company called AtliQ Technologies (Ex. Bloomberg, NVIDIA).  Teaching is my passion. The goal of this channel is to make the BEST quality DATA education available to all for free. I have more than 12+ years of DATA INDUSTRY experience (mainly in the USA) and the co-founder of this channel Hemanand Vadivel has 6+ years of DATA INDUSTRY experience in Europe. We teach based on our real-life experiences in the industry. 

Visit https://codebasics.io/ for my video courses that teach technology in the most simplistic and practical way!

I teach simple programming, data science, data analytics, artificial intelligence, machine learning, data structures, software architecture, etc on my channel.

For all Business and Sponsorship related inquiries, please contact business@codebasics.io.

",6.841584158,Technology
everythinghindi,264.5K,10.1K,717,127,"""Welcome to everything hindi - the ultimate destination for crypto enthusiasts!

Subscribe to our channel for insightful updates and information about cryptocurrencies, all presented in Hindi. We believe in empowering our viewers with the knowledge and confidence to navigate the world of crypto.

With a deep understanding of the crypto landscape since 2014 and a familiarity with bitcoin dating back to 2011, I bring you an unparalleled level of expertise. Each video is designed to provide you with a comprehensive understanding of various crypto topics.

What can you expect from our channel?
👑 Distributed Giveaways: Over 500+ giveaways conducted, with winners announced 
🫡 Problem Solving: We have addressed over 10,000+ unique questions to help you overcome any obstacles.
Sunday FAQs Shoot: Get ready for informative sessions shot in exotic locations such as 🇦🇪 UAE, 🇸🇬 Singapore, and 🇻🇳 Vietnam.
Join us on this exciting crypto journey as we explore, learn, and grow together.

Ajay Kashyap
",8.356435644,Technology
mathansjunction4048,92.3K,10K,1.2K,118,BE BOLD DON'T FEAR ,13.18,Technology
parthstudiobordi192,247.5K,9.9K,514,15,"this is my all video in HD live video and my all video you are see so please subscribe....
thank you for.. my contact number 9638919193, 9825853670.",5.343434343,Technology
SundasKhalid,175.5K,9.4K,364,50,"Hi, I am Sundas. On this channel, I talk about data science and tech to help you succeed in the field. 

I am a self-taught data scientist from non-tech background, currently at a FAANG company. I have been in the industry for over 10 years across two big tech companies as a high-performer (top 1%).

Data Science is the hottest job family but there are many unknowns. Over the years,  I have built knowledge on how to lead a successful career and love sharing it on this channel. I share tips for people interested in entering data science with the goal to democratize knowledge and make complicated topics digestible for everyone. 

All opinions on this channel are my own and do not reflect the opinions of the company I work for or have ever worked for in the past.
",4.404255319,Technology
NarayanaSastryOfficial,326.5K,9.4K,170,0,"This is a Narayana Sastry Astrology Official Channel Follow Our Channel For all Latest Updates. 
If you are having any doubts regarding your astrology. 
Contact : Astro Narayana Sastry Pinapati 97000 42866, 8374949489.

Here you can watch all the videos in the Telugu Language about astrology, horoscope, predictions and forecast videos. And also about astrological remedies for all kinds of problems, hindu dharmam, hindu epics, devotional, bhakti, pooja vidhanam, lakshmi kataksham, lakshmi vaibhavam and devi vaibhavam.

Share this channel videos if you find it useful and informative for everyone.

This Channel is Created and Managing by
DigitalWaySoft- Software Solutions For Digital Life
Mail: digitalwaysoft@gmail.",1.808510638,Technology
SmartProgramming,248.5K,9.4K,420,55,"Smart Programming is an Educational and Development organization committed in Building Future Enterprise. 
We provide :
1. Online Training's on all Programming Languages
2. Online Courses
3. Project Development

For Quires on Training Program (Java/Android/Advance Java/Python/Machine Learning/Data Science/IOT/Angular JS/Node JS/Networking & Ethical Hacking) Please Contact us on:
+91 62838-30308
https://www.smartprogramming.in

Thank you, keep learning",5.053191489,Technology
shashank_mishra,160.5K,9.3K,310,40,"Senior Data Engineer🕵️‍♂️Founder @ GrowDataSkills 🎥 YouTuber 📚Taught Data Engineering to more than 5000+ Students🎤 Public Speaker 👨‍💻 Ex-Amazon, McKinsey, PayTm

The one & only channel for Aspiring Data Professionals 💯
Join our fast track BigData bootcamps now, only on www.growdataskills.com 😊 

",3.76344086,Technology
Satyanusarana,881.5K,8.8K,221,25,"Welcome to my Channel ""Satyanusarana"".You will get Motivational Speeches,Gita Gyan,Answers of Life Related Problems,Spiritual Inspiring Stories,Dream Analysis,Sri Krishna's Lessons & etc.

All contains provided by this channel is meant for educational and informational purpose only. Our main motive is to motivate people and give various informations. All informations provided by this channel are based on many books, research materials and our experiences gained through life. 

Always keep connecting with us to make yourself get into a better Life. 
Subscribe to our channel to get regular updates.

business enquiry- 
thedivinetalesstory@gmail.com
Mr. Arpit Samui 




",2.795454545,Technology
KSKitchenLifestyle,1.8M,8.6K,456,4,"I love making rangoli art.
Like, Share and Subscribe to my channel !!!
Do let me know your review in the comment section.
What kind of video would you like to see next?
Where are you watching from?
Wish you all Happy & Healthy life. GOD Bless You.
",5.348837209,Technology
code_report,54.9K,8.3K,486,64,"Welcome to the code_report YouTube channel.

From 2018 - 2019, this channel focused on showing solutions to competitive programming problems. In 2020, I transitioned to focusing more on programming languages and showing how to solve problems in different languages. I also upload prerecordings of the Programming Languages Virtual Meetup and livestreams.

",6.626506024,Technology
HarnekSinghNewZealand,473.5K,8.1K,465,0,"Radio Virsa New Zealand or (RadioVirsaNZ)is a project of a group of New Zealand based Sikhs. Over time we have observed with increasing trepidation that in the name of virsa and virasat, creations of mediocre or even dubious artistic merit are being imposed on the Sikhs all over the world, and New Zealand is no exception.
We have noted that those who are being bombarded with such creations, appealing to the baser human instincts, tend to move away from Sikhi. It is our view that this is because of the fact that while Sikhi asks its followers to control (as opposed to being controlled by) Kam, Krodh, Lobh, Moh and Hankar, this post-1984 “virsa” overtly and brazenly advocates giving in to these baser human instincts. This is resulting in ever increasing distance between Sikh world view and the view propagated by what is being dished out in the name of “virsa”.
It is the aim of Radio Virsa to engage in an open and honest discussion of what is the virsa and what is the virasat of Sikhs.",5.740740741,Technology
vetri_nayagan,87.3K,8.1K,246,9,உயிர் தந்தவன் இறைவன்..! உன்ன உணவு தந்தவன் உழவன்..! ,3.148148148,Technology
NETVN82,561.1K,7.8K,244,18,"I upload a new video every Monday, Wednesday and Friday.
Subscribe now, it's free
",3.358974359,Technology
kayceerachelwonderland,7.2M,5.2M,61.2K,679,"Welcome to KAYCEE & RACHEL'S Family Channel!!  We do contents like vacation vlogs, challenges, birthday videos, funny SHORTS, etc!  Please don't forget to SUBSCRIBE, hit the LIKE button, SHARE our videos and click the BELL to get notified every time we upload new videos!! 

Please FOLLOW our INSTAGRAM & FACEBOOK PAGE!! You can talk to us there!  LINKS are posted below!

This channel is managed by parents!

We have 4 MORE CHANNELS below that you can watch from.

",1.189980769,Toys
